snapshot,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger
2013-04-17 09:00:00,0.0,28.05,-28.35,1.0,-2.36,1.66
2013-04-17 12:00:00,0.0,28.18,-28.47,0.99,-2.4,1.69
2013-04-17 15:00:00,0.0,29.95,-29.95,0.39,-1.32,0.93
2013-04-17 18:00:00,0.0,28.26,-28.27,0.41,-1.32,0.93
2013-04-17 21:00:00,0.0,22.72,-22.71,0.39,-1.35,0.95
2013-04-18 00:00:00,0.0,23.47,-23.46,0.37,-1.29,0.91
2013-04-18 03:00:00,0.0,30.15,-30.19,0.4,-1.24,0.87
2013-04-18 06:00:00,0.0,29.11,-29.43,1.81,-5.05,3.56
2013-04-18 09:00:00,0.0,27.33,-28.04,1.86,-3.94,2.78
2013-04-18 12:00:00,0.0,27.44,-28.1,1.84,-4.02,2.83
2013-04-18 15:00:00,0.0,29.37,-29.52,0.73,-1.99,1.4
2013-04-18 18:00:00,0.0,28.01,-28.06,0.4,-1.19,0.84
2013-04-18 21:00:00,0.0,22.62,-22.62,0.32,-1.11,0.78
2013-04-19 00:00:00,0.0,33.19,-33.19,0.28,-0.94,0.66
2013-04-19 03:00:00,0.0,48.58,-48.7,0.33,-0.73,0.51
2013-04-19 06:00:00,0.0,46.12,-46.34,0.59,-1.25,0.88
2013-04-19 09:00:00,0.0,43.17,-43.34,0.47,-1.06,0.74
2013-04-19 12:00:00,0.0,43.36,-43.51,0.46,-1.07,0.75
2013-04-19 15:00:00,0.0,46.65,-46.72,0.21,-0.45,0.31
2013-04-19 18:00:00,0.0,43.51,-43.56,0.11,-0.21,0.14
2013-04-19 21:00:00,0.0,31.29,-31.27,0.03,-0.15,0.1
2013-04-20 00:00:00,0.0,39.93,-39.92,0.02,-0.09,0.06
2013-04-20 03:00:00,0.0,62.05,-62.12,0.09,-0.08,0.05
2013-04-20 06:00:00,0.0,58.37,-58.41,0.14,-0.35,0.24
2013-04-20 09:00:00,0.0,54.16,-54.19,0.14,-0.41,0.28
2013-04-20 12:00:00,0.0,54.39,-54.42,0.14,-0.38,0.27
2013-04-20 15:00:00,0.0,58.95,-58.98,0.04,-0.06,0.04
2013-04-20 18:00:00,0.0,54.67,-54.67,0.01,-0.01,0.0
2013-04-20 21:00:00,0.0,37.39,-37.39,0.0,-0.01,0.0
2013-04-21 00:00:00,0.0,37.16,-37.16,0.0,-0.01,0.0
2013-04-21 03:00:00,0.0,56.84,-56.85,0.01,-0.01,0.0
2013-04-21 06:00:00,0.0,53.62,-53.68,0.14,-0.27,0.18
2013-04-21 09:00:00,0.0,49.85,-49.91,0.14,-0.28,0.19
2013-04-21 12:00:00,0.0,50.03,-50.09,0.13,-0.28,0.19
2013-04-21 15:00:00,0.0,54.13,-54.13,0.0,-0.01,0.0
2013-04-21 18:00:00,0.0,50.35,-50.37,0.01,-0.0,0.0
2013-04-21 21:00:00,0.0,35.1,-35.1,0.0,-0.0,0.0
2013-04-22 00:00:00,0.0,35.18,-35.18,0.0,-0.0,0.0
2013-04-22 03:00:00,0.0,52.7,-52.72,0.02,-0.0,0.0
2013-04-22 06:00:00,0.0,49.83,-49.85,0.06,-0.15,0.1
2013-04-22 09:00:00,0.0,46.48,-46.51,0.14,-0.37,0.26
2013-04-22 12:00:00,0.0,46.7,-46.73,0.14,-0.36,0.25
2013-04-22 15:00:00,0.0,50.33,-50.35,0.1,-0.3,0.21
2013-04-22 18:00:00,0.0,46.78,-46.79,0.1,-0.31,0.21
2013-04-22 21:00:00,0.0,33.09,-33.08,0.1,-0.35,0.25
2013-04-23 00:00:00,0.0,29.63,-29.63,0.11,-0.35,0.24
2013-04-23 03:00:00,0.0,42.35,-42.38,0.13,-0.34,0.24
2013-04-23 06:00:00,0.0,40.22,-40.3,0.39,-1.07,0.75
2013-04-23 09:00:00,0.0,37.79,-37.87,0.42,-1.14,0.8
2013-04-23 12:00:00,0.0,37.95,-38.03,0.42,-1.15,0.8
2013-04-23 15:00:00,0.0,40.57,-40.66,0.37,-0.95,0.67
2013-04-23 18:00:00,0.0,38.02,-38.07,0.3,-0.85,0.6
2013-04-23 21:00:00,0.0,28.11,-28.1,0.26,-0.91,0.64
2013-04-24 00:00:00,0.0,24.32,-24.32,0.27,-0.89,0.63
2013-04-24 03:00:00,0.0,32.42,-32.47,0.22,-0.59,0.41
2013-04-24 06:00:00,0.0,31.15,-31.35,0.82,-2.1,1.48
2013-04-24 09:00:00,0.0,29.4,-29.75,0.81,-1.57,1.1
2013-04-24 12:00:00,0.0,29.49,-29.81,0.79,-1.64,1.15
2013-04-24 15:00:00,0.0,31.46,-31.49,0.08,-0.18,0.13
2013-04-24 18:00:00,0.0,29.96,-29.96,0.04,-0.17,0.12
2013-04-24 21:00:00,0.0,23.54,-23.53,0.02,-0.1,0.07
2013-04-25 00:00:00,0.0,21.92,-21.92,0.03,-0.08,0.05
2013-04-25 03:00:00,0.0,27.82,-27.92,0.12,-0.08,0.06
2013-04-25 06:00:00,0.0,27.06,-27.38,0.67,-1.16,0.82
2013-04-25 09:00:00,0.0,25.86,-26.14,0.51,-0.81,0.57
2013-04-25 12:00:00,0.0,25.87,-26.12,0.5,-0.86,0.6
2013-04-25 15:00:00,0.0,27.28,-27.35,0.08,-0.0,0.0
2013-04-25 18:00:00,0.0,26.28,-26.38,0.1,-0.0,0.0
2013-04-25 21:00:00,0.0,21.56,-21.56,0.0,-0.0,0.0
2013-04-26 00:00:00,0.0,24.95,-24.95,0.0,-0.0,0.0
2013-04-26 03:00:00,0.0,33.15,-33.71,0.57,-0.0,0.0
2013-04-26 06:00:00,0.0,32.14,-32.96,1.02,-0.66,0.46
2013-04-26 09:00:00,0.0,30.65,-31.16,0.63,-0.45,0.31
2013-04-26 12:00:00,0.0,30.72,-31.1,0.52,-0.48,0.34
2013-04-26 15:00:00,0.0,32.32,-32.89,0.57,-0.01,0.0
2013-04-26 18:00:00,0.0,30.98,-31.59,0.61,-0.01,0.0
2013-04-26 21:00:00,0.0,24.53,-24.53,0.0,-0.01,0.0
2013-04-27 00:00:00,0.0,36.19,-36.19,0.0,-0.01,0.0
2013-04-27 03:00:00,0.0,54.82,-55.49,0.68,-0.01,0.0
2013-04-27 06:00:00,0.0,52.0,-52.7,0.84,-0.47,0.33
2013-04-27 09:00:00,0.0,48.68,-48.96,0.38,-0.37,0.26
2013-04-27 12:00:00,0.0,48.8,-49.03,0.34,-0.38,0.27
2013-04-27 15:00:00,0.0,52.47,-52.95,0.51,-0.08,0.06
2013-04-27 18:00:00,0.0,49.26,-49.68,0.43,-0.05,0.03
2013-04-27 21:00:00,0.0,34.6,-34.59,0.01,-0.05,0.03
2013-04-28 00:00:00,0.0,38.36,-38.36,0.01,-0.05,0.03
2013-04-28 03:00:00,0.0,58.37,-59.65,1.29,-0.05,0.03
2013-04-28 06:00:00,0.0,55.43,-56.36,1.22,-1.02,0.72
2013-04-28 09:00:00,0.0,51.73,-52.28,0.77,-0.75,0.53
2013-04-28 12:00:00,0.0,51.86,-52.4,0.77,-0.8,0.56
2013-04-28 15:00:00,0.0,55.91,-56.73,0.84,-0.04,0.02
2013-04-28 18:00:00,0.0,52.53,-52.99,0.46,-0.0,0.0
2013-04-28 21:00:00,0.0,36.52,-36.51,0.0,-0.01,0.0
2013-04-29 00:00:00,0.0,33.4,-33.4,0.0,-0.01,0.0
2013-04-29 03:00:00,0.0,49.21,-49.89,0.68,-0.0,0.0
2013-04-29 06:00:00,0.0,46.97,-47.53,1.0,-1.49,1.05
2013-04-29 09:00:00,0.0,44.07,-44.35,0.67,-1.3,0.91
2013-04-29 12:00:00,0.0,44.16,-44.43,0.67,-1.36,0.95
2013-04-29 15:00:00,0.0,47.35,-47.8,0.64,-0.66,0.47
2013-04-29 18:00:00,0.0,44.73,-44.91,0.34,-0.58,0.4
2013-04-29 21:00:00,0.0,32.03,-31.99,0.15,-0.62,0.44
2013-04-30 00:00:00,0.0,31.67,-31.63,0.14,-0.59,0.42
2013-04-30 03:00:00,0.0,46.23,-46.54,0.43,-0.39,0.27
2013-04-30 06:00:00,0.0,44.17,-44.54,0.64,-0.93,0.65
2013-04-30 09:00:00,0.0,41.47,-41.63,0.38,-0.73,0.51
2013-04-30 12:00:00,0.0,41.53,-41.68,0.36,-0.72,0.5
2013-04-30 15:00:00,0.0,44.5,-44.72,0.26,-0.14,0.1
2013-04-30 18:00:00,0.0,42.07,-42.18,0.12,-0.06,0.04
2013-04-30 21:00:00,0.0,30.48,-30.47,0.0,-0.01,0.0
2013-05-01 00:00:00,0.0,29.71,-29.71,0.0,-0.0,0.0
2013-05-01 03:00:00,0.0,42.75,-42.85,0.1,-0.0,0.0
2013-05-01 06:00:00,0.0,40.95,-41.07,0.33,-0.69,0.48
2013-05-01 09:00:00,0.0,38.39,-38.51,0.27,-0.48,0.34
2013-05-01 12:00:00,0.0,38.46,-38.56,0.26,-0.53,0.37
2013-05-01 15:00:00,0.0,41.2,-41.25,0.05,-0.01,0.0
2013-05-01 18:00:00,0.0,38.94,-38.97,0.03,-0.0,0.0
2013-05-01 21:00:00,0.0,28.65,-28.65,0.0,-0.0,0.0
2013-05-02 00:00:00,0.0,27.51,-27.5,0.0,-0.0,0.0
2013-05-02 03:00:00,0.0,38.5,-38.68,0.18,-0.0,0.0
2013-05-02 06:00:00,0.0,36.99,-37.21,0.36,-0.44,0.31
2013-05-02 09:00:00,0.0,34.88,-35.02,0.24,-0.33,0.23
2013-05-02 12:00:00,0.0,34.95,-35.06,0.21,-0.37,0.26
2013-05-02 15:00:00,0.0,37.18,-37.34,0.16,-0.0,0.0
2013-05-02 18:00:00,0.0,35.27,-35.42,0.15,-0.0,0.0
2013-05-02 21:00:00,0.0,26.63,-26.63,0.0,-0.0,0.0
2013-05-03 00:00:00,0.0,27.31,-27.31,0.0,-0.0,0.0
2013-05-03 03:00:00,0.0,38.13,-38.3,0.17,-0.0,0.0
2013-05-03 06:00:00,0.0,36.54,-36.74,0.4,-0.66,0.46
2013-05-03 09:00:00,0.0,34.48,-34.61,0.28,-0.49,0.34
2013-05-03 12:00:00,0.0,34.59,-34.67,0.17,-0.32,0.23
2013-05-03 15:00:00,0.0,36.79,-36.92,0.14,-0.03,0.02
2013-05-03 18:00:00,0.0,34.85,-34.95,0.11,-0.0,0.0
2013-05-03 21:00:00,0.0,26.28,-26.28,0.0,-0.0,0.0
2013-05-04 00:00:00,0.0,25.53,-25.53,0.0,-0.0,0.0
2013-05-04 03:00:00,0.0,35.11,-35.18,0.07,-0.0,0.0
2013-05-04 06:00:00,0.0,33.75,-33.88,0.35,-0.74,0.51
2013-05-04 09:00:00,0.0,31.86,-31.99,0.32,-0.68,0.48
2013-05-04 12:00:00,0.0,31.89,-32.0,0.32,-0.71,0.5
2013-05-04 15:00:00,0.0,33.93,-33.97,0.04,-0.01,0.0
2013-05-04 18:00:00,0.0,32.35,-32.38,0.03,-0.0,0.0
2013-05-04 21:00:00,0.0,24.81,-24.81,0.0,-0.0,0.0
2013-05-05 00:00:00,0.0,22.02,-22.02,0.0,-0.0,0.0
2013-05-05 03:00:00,0.0,28.33,-28.33,0.0,-0.0,0.0
2013-05-05 06:00:00,0.0,27.41,-27.43,0.24,-0.72,0.5
2013-05-05 09:00:00,0.0,26.11,-26.19,0.25,-0.56,0.39
2013-05-05 12:00:00,0.0,26.2,-26.23,0.14,-0.39,0.27
2013-05-05 15:00:00,0.0,27.52,-27.52,0.03,-0.09,0.06
2013-05-05 18:00:00,0.0,26.37,-26.37,0.0,-0.0,0.0
2013-05-05 21:00:00,0.0,21.44,-21.44,0.0,-0.0,0.0
2013-05-06 00:00:00,0.0,20.31,-20.3,0.0,-0.0,0.0
2013-05-06 03:00:00,0.0,25.03,-25.03,0.0,-0.0,0.0
2013-05-06 06:00:00,0.0,24.49,-24.48,0.03,-0.14,0.1
2013-05-06 09:00:00,0.0,23.53,-23.53,0.03,-0.11,0.07
2013-05-06 12:00:00,0.0,23.54,-23.54,0.0,-0.01,0.0
2013-05-06 15:00:00,0.0,24.52,-24.51,0.0,-0.01,0.0
2013-05-06 18:00:00,0.0,23.7,-23.7,0.0,-0.0,0.0
2013-05-06 21:00:00,0.0,19.94,-19.94,0.0,-0.0,0.0
2013-05-07 00:00:00,0.0,18.98,-18.98,0.0,-0.0,0.0
2013-05-07 03:00:00,0.0,22.65,-22.65,0.0,-0.0,0.0
2013-05-07 06:00:00,0.0,22.19,-22.18,0.01,-0.05,0.03
2013-05-07 09:00:00,0.0,21.46,-21.46,0.01,-0.04,0.03
2013-05-07 12:00:00,0.0,21.47,-21.47,0.0,-0.01,0.0
2013-05-07 15:00:00,0.0,22.22,-22.22,0.0,-0.01,0.0
2013-05-07 18:00:00,0.0,21.6,-21.6,0.0,-0.0,0.0
2013-05-07 21:00:00,0.0,18.7,-18.7,0.0,-0.01,0.0
2013-05-08 00:00:00,0.0,18.86,-18.86,0.0,-0.0,0.0
2013-05-08 03:00:00,0.0,22.4,-22.4,0.0,-0.0,0.0
2013-05-08 06:00:00,0.0,22.11,-22.13,0.1,-0.29,0.2
2013-05-08 09:00:00,0.0,21.35,-21.4,0.11,-0.24,0.17
2013-05-08 12:00:00,0.0,21.32,-21.36,0.12,-0.26,0.18
2013-05-08 15:00:00,0.0,22.08,-22.08,0.02,-0.04,0.02
2013-05-08 18:00:00,0.0,21.59,-21.59,0.03,-0.09,0.06
2013-05-08 21:00:00,0.0,18.75,-18.75,0.03,-0.09,0.06
2013-05-09 00:00:00,0.0,20.54,-20.54,0.03,-0.09,0.06
2013-05-09 03:00:00,0.0,25.56,-25.56,0.03,-0.09,0.06
2013-05-09 06:00:00,0.0,25.22,-25.27,0.25,-0.68,0.48
2013-05-09 09:00:00,0.0,24.08,-24.21,0.39,-0.88,0.62
2013-05-09 12:00:00,0.0,24.02,-24.14,0.39,-0.91,0.64
2013-05-09 15:00:00,0.0,25.15,-25.16,0.17,-0.54,0.38
2013-05-09 18:00:00,0.0,24.54,-24.54,0.13,-0.48,0.34
2013-05-09 21:00:00,0.0,20.5,-20.49,0.13,-0.48,0.34
2013-05-10 00:00:00,0.0,23.35,-23.33,0.13,-0.51,0.35
2013-05-10 03:00:00,0.0,30.97,-30.95,0.12,-0.49,0.34
2013-05-10 06:00:00,0.0,30.07,-30.08,0.32,-1.06,0.74
2013-05-10 09:00:00,0.0,28.51,-28.57,0.33,-0.93,0.65
2013-05-10 12:00:00,0.0,28.51,-28.55,0.32,-0.96,0.67
2013-05-10 15:00:00,0.0,30.13,-30.09,0.12,-0.53,0.37
2013-05-10 18:00:00,0.0,28.93,-28.93,0.0,-0.01,0.0
2013-05-10 21:00:00,0.0,22.88,-22.88,0.0,-0.01,0.0
2013-05-11 00:00:00,0.0,26.77,-26.77,0.0,-0.01,0.0
2013-05-11 03:00:00,0.0,37.76,-37.76,0.0,-0.01,0.0
2013-05-11 06:00:00,0.0,36.38,-36.38,0.25,-0.85,0.6
2013-05-11 09:00:00,0.0,34.15,-34.21,0.31,-0.85,0.6
2013-05-11 12:00:00,0.0,34.15,-34.19,0.26,-0.76,0.53
2013-05-11 15:00:00,0.0,36.44,-36.41,0.1,-0.45,0.31
2013-05-11 18:00:00,0.0,34.77,-34.76,0.03,-0.13,0.09
2013-05-11 21:00:00,0.0,26.16,-26.15,0.01,-0.08,0.05
2013-05-12 00:00:00,0.0,29.89,-29.88,0.01,-0.08,0.05
2013-05-12 03:00:00,0.0,43.69,-43.68,0.01,-0.07,0.04
2013-05-12 06:00:00,0.0,41.65,-41.65,0.28,-0.94,0.66
2013-05-12 09:00:00,0.0,38.95,-38.99,0.3,-0.87,0.61
2013-05-12 12:00:00,0.0,38.99,-39.04,0.3,-0.86,0.61
2013-05-12 15:00:00,0.0,41.83,-41.83,0.07,-0.24,0.16
2013-05-12 18:00:00,0.0,39.56,-39.55,0.04,-0.19,0.13
2013-05-12 21:00:00,0.0,28.87,-28.86,0.07,-0.23,0.16
2013-05-13 00:00:00,0.0,30.97,-30.97,0.07,-0.23,0.16
2013-05-13 03:00:00,0.0,45.26,-45.34,0.15,-0.23,0.16
2013-05-13 06:00:00,0.0,43.05,-43.31,0.57,-1.06,0.74
2013-05-13 09:00:00,0.0,40.33,-40.54,0.56,-1.19,0.84
2013-05-13 12:00:00,0.0,40.42,-40.6,0.52,-1.16,0.82
2013-05-13 15:00:00,0.0,43.38,-43.53,0.29,-0.48,0.34
2013-05-13 18:00:00,0.0,40.86,-41.04,0.24,-0.22,0.15
2013-05-13 21:00:00,0.0,29.77,-29.79,0.08,-0.21,0.14
2013-05-14 00:00:00,0.0,27.02,-27.04,0.07,-0.18,0.12
2013-05-14 03:00:00,0.0,37.66,-37.69,0.08,-0.18,0.12
2013-05-14 06:00:00,0.0,36.3,-36.44,0.41,-0.94,0.66
2013-05-14 09:00:00,0.0,34.15,-34.32,0.37,-0.69,0.48
2013-05-14 12:00:00,0.0,34.17,-34.32,0.37,-0.73,0.51
2013-05-14 15:00:00,0.0,36.5,-36.5,0.01,-0.01,0.0
2013-05-14 18:00:00,0.0,34.71,-34.72,0.02,-0.01,0.0
2013-05-14 21:00:00,0.0,26.3,-26.29,0.0,-0.01,0.0
2013-05-15 00:00:00,0.0,24.55,-24.55,0.0,-0.01,0.0
2013-05-15 03:00:00,0.0,32.98,-32.99,0.01,-0.01,0.0
2013-05-15 06:00:00,0.0,32.05,-32.2,0.45,-1.06,0.74
2013-05-15 09:00:00,0.0,30.34,-30.47,0.37,-0.82,0.57
2013-05-15 12:00:00,0.0,30.32,-30.43,0.34,-0.78,0.54
2013-05-15 15:00:00,0.0,32.11,-32.15,0.13,-0.28,0.19
2013-05-15 18:00:00,0.0,30.79,-30.86,0.13,-0.2,0.14
2013-05-15 21:00:00,0.0,24.06,-24.12,0.11,-0.16,0.11
2013-05-16 00:00:00,0.0,24.9,-24.97,0.11,-0.12,0.08
2013-05-16 03:00:00,0.0,34.02,-34.17,0.18,-0.12,0.08
2013-05-16 06:00:00,0.0,33.14,-33.29,0.23,-0.26,0.18
2013-05-16 09:00:00,0.0,31.34,-31.44,0.15,-0.19,0.13
2013-05-16 12:00:00,0.0,31.27,-31.36,0.14,-0.17,0.12
2013-05-16 15:00:00,0.0,33.13,-33.22,0.12,-0.11,0.08
2013-05-16 18:00:00,0.0,31.88,-31.98,0.13,-0.12,0.08
2013-05-16 21:00:00,0.0,24.61,-24.69,0.11,-0.12,0.08
2013-05-17 00:00:00,0.0,24.48,-24.55,0.11,-0.12,0.08
2013-05-17 03:00:00,0.0,33.29,-33.46,0.2,-0.12,0.08
2013-05-17 06:00:00,0.0,32.46,-32.54,0.17,-0.33,0.23
2013-05-17 09:00:00,0.0,30.69,-30.76,0.14,-0.25,0.17
2013-05-17 12:00:00,0.0,30.68,-30.7,0.1,-0.26,0.18
2013-05-17 15:00:00,0.0,32.46,-32.5,0.07,-0.12,0.08
2013-05-17 18:00:00,0.0,31.28,-31.28,0.03,-0.09,0.06
2013-05-17 21:00:00,0.0,24.21,-24.21,0.03,-0.09,0.06
2013-05-18 00:00:00,0.0,24.74,-24.74,0.03,-0.09,0.06
2013-05-18 03:00:00,0.0,33.97,-34.02,0.07,-0.09,0.06
2013-05-18 06:00:00,0.0,32.84,-32.91,0.55,-1.63,1.14
2013-05-18 09:00:00,0.0,30.88,-31.08,0.56,-1.2,0.84
2013-05-18 12:00:00,0.0,30.87,-31.03,0.53,-1.25,0.88
2013-05-18 15:00:00,0.0,32.89,-32.9,0.02,-0.06,0.04
2013-05-18 18:00:00,0.0,31.62,-31.61,0.01,-0.06,0.03
2013-05-18 21:00:00,0.0,24.35,-24.34,0.01,-0.06,0.03
2013-05-19 00:00:00,0.0,24.09,-24.08,0.01,-0.06,0.03
2013-05-19 03:00:00,0.0,32.69,-32.7,0.03,-0.05,0.03
2013-05-19 06:00:00,0.0,31.41,-31.51,0.48,-1.29,0.91
2013-05-19 09:00:00,0.0,29.62,-29.84,0.5,-0.98,0.68
2013-05-19 12:00:00,0.0,29.66,-29.84,0.48,-1.04,0.73
2013-05-19 15:00:00,0.0,31.58,-31.57,0.0,-0.03,0.01
2013-05-19 18:00:00,0.0,30.25,-30.25,0.0,-0.01,0.0
2013-05-19 21:00:00,0.0,23.57,-23.57,0.0,-0.01,0.0
2013-05-20 00:00:00,0.0,25.24,-25.24,0.0,-0.01,0.0
2013-05-20 03:00:00,0.0,34.71,-34.71,0.0,-0.01,0.0
2013-05-20 06:00:00,0.0,33.22,-33.24,0.28,-0.86,0.6
2013-05-20 09:00:00,0.0,31.36,-31.45,0.28,-0.65,0.45
2013-05-20 12:00:00,0.0,31.44,-31.51,0.28,-0.7,0.49
2013-05-20 15:00:00,0.0,33.44,-33.43,0.0,-0.01,0.0
2013-05-20 18:00:00,0.0,31.79,-31.78,0.0,-0.01,0.0
2013-05-20 21:00:00,0.0,24.43,-24.42,0.0,-0.01,0.0
2013-05-21 00:00:00,0.0,25.96,-25.96,0.0,-0.01,0.0
2013-05-21 03:00:00,0.0,36.06,-36.05,0.0,-0.01,0.0
2013-05-21 06:00:00,0.0,34.6,-34.58,0.06,-0.23,0.16
2013-05-21 09:00:00,0.0,32.66,-32.65,0.05,-0.17,0.11
2013-05-21 12:00:00,0.0,32.7,-32.7,0.05,-0.19,0.13
2013-05-21 15:00:00,0.0,34.75,-34.75,0.0,-0.03,0.01
2013-05-21 18:00:00,0.0,33.04,-33.04,0.0,-0.03,0.01
2013-05-21 21:00:00,0.0,25.17,-25.17,0.0,-0.03,0.01
2013-05-22 00:00:00,0.0,28.99,-28.99,0.0,-0.03,0.01
2013-05-22 03:00:00,0.0,41.75,-41.74,0.0,-0.03,0.02
2013-05-22 06:00:00,0.0,39.89,-39.86,0.13,-0.53,0.37
2013-05-22 09:00:00,0.0,37.41,-37.42,0.17,-0.56,0.39
2013-05-22 12:00:00,0.0,37.48,-37.49,0.17,-0.55,0.38
2013-05-22 15:00:00,0.0,40.1,-40.08,0.11,-0.42,0.29
2013-05-22 18:00:00,0.0,37.9,-37.88,0.08,-0.35,0.24
2013-05-22 21:00:00,0.0,27.96,-27.93,0.05,-0.3,0.21
2013-05-23 00:00:00,0.0,35.83,-35.8,0.06,-0.3,0.21
2013-05-23 03:00:00,0.0,54.54,-54.6,0.15,-0.3,0.21
2013-05-23 06:00:00,0.0,51.66,-51.83,0.34,-0.6,0.42
2013-05-23 09:00:00,0.0,48.13,-48.23,0.33,-0.79,0.55
2013-05-23 12:00:00,0.0,48.25,-48.33,0.3,-0.75,0.53
2013-05-23 15:00:00,0.0,52.04,-52.16,0.28,-0.53,0.37
2013-05-23 18:00:00,0.0,48.73,-48.88,0.2,-0.18,0.13
2013-05-23 21:00:00,0.0,34.2,-34.21,0.03,-0.08,0.05
2013-05-24 00:00:00,0.0,37.79,-37.79,0.02,-0.08,0.05
2013-05-24 03:00:00,0.02,58.42,-58.44,0.01,-0.05,0.03
2013-05-24 06:00:00,0.0,55.21,-55.2,0.08,-0.28,0.19
2013-05-24 09:00:00,0.0,51.27,-51.3,0.16,-0.46,0.32
2013-05-24 12:00:00,0.0,51.41,-51.45,0.16,-0.44,0.3
2013-05-24 15:00:00,0.0,55.64,-55.65,0.05,-0.15,0.1
2013-05-24 18:00:00,0.0,51.94,-51.95,0.01,-0.05,0.03
2013-05-24 21:00:00,0.0,35.79,-35.79,0.0,-0.01,0.0
2013-05-25 00:00:00,0.0,36.78,-36.78,0.0,-0.01,0.0
2013-05-25 03:00:00,0.0,56.88,-56.88,0.0,-0.01,0.0
2013-05-25 06:00:00,0.0,53.54,-53.5,0.19,-0.8,0.56
2013-05-25 09:00:00,0.0,49.72,-49.72,0.24,-0.84,0.59
2013-05-25 12:00:00,0.0,49.89,-49.88,0.23,-0.82,0.57
2013-05-25 15:00:00,0.0,53.96,-53.96,0.13,-0.43,0.3
2013-05-25 18:00:00,0.0,50.34,-50.35,0.09,-0.29,0.2
2013-05-25 21:00:00,0.0,34.8,-34.79,0.09,-0.33,0.22
2013-05-26 00:00:00,0.0,35.12,-35.11,0.09,-0.34,0.23
2013-05-26 03:00:00,0.0,53.43,-53.44,0.1,-0.31,0.21
2013-05-26 06:00:00,0.0,50.23,-50.23,0.38,-1.29,0.91
2013-05-26 09:00:00,0.0,46.69,-46.8,0.4,-0.99,0.7
2013-05-26 12:00:00,0.0,46.93,-46.99,0.35,-0.95,0.66
2013-05-26 15:00:00,0.0,50.74,-50.74,0.0,-0.02,0.0
2013-05-26 18:00:00,0.0,47.25,-47.25,0.0,-0.01,0.0
2013-05-26 21:00:00,0.0,33.16,-33.16,0.0,-0.01,0.0
2013-05-27 00:00:00,0.0,30.42,-30.41,0.0,-0.01,0.0
2013-05-27 03:00:00,0.0,44.06,-44.06,0.0,-0.01,0.0
2013-05-27 06:00:00,0.0,41.84,-41.91,0.36,-1.02,0.71
2013-05-27 09:00:00,0.0,39.17,-39.31,0.49,-1.19,0.83
2013-05-27 12:00:00,0.0,39.33,-39.44,0.44,-1.15,0.81
2013-05-27 15:00:00,0.0,42.25,-42.24,0.02,-0.11,0.07
2013-05-27 18:00:00,0.0,39.62,-39.62,0.0,-0.01,0.0
2013-05-27 21:00:00,0.0,28.97,-28.97,0.0,-0.01,0.0
2013-05-28 00:00:00,0.0,26.18,-26.18,0.0,-0.01,0.0
2013-05-28 03:00:00,0.0,36.35,-36.34,0.0,-0.01,0.0
2013-05-28 06:00:00,0.0,34.97,-34.96,0.03,-0.14,0.09
2013-05-28 09:00:00,0.0,32.99,-32.99,0.04,-0.16,0.1
2013-05-28 12:00:00,0.0,33.02,-33.02,0.03,-0.1,0.06
2013-05-28 15:00:00,0.0,35.09,-35.09,0.01,-0.05,0.03
2013-05-28 18:00:00,0.0,33.38,-33.38,0.0,-0.01,0.0
2013-05-28 21:00:00,0.0,25.41,-25.41,0.0,-0.01,0.0
2013-05-29 00:00:00,0.0,26.29,-26.29,0.0,-0.01,0.0
2013-05-29 03:00:00,0.0,36.79,-36.78,0.0,-0.01,0.0
2013-05-29 06:00:00,0.0,35.21,-35.22,0.19,-0.6,0.42
2013-05-29 09:00:00,0.0,33.16,-33.23,0.2,-0.43,0.3
2013-05-29 12:00:00,0.0,33.22,-33.27,0.19,-0.47,0.33
2013-05-29 15:00:00,0.0,35.4,-35.4,0.0,-0.01,0.0
2013-05-29 18:00:00,0.0,33.64,-33.64,0.0,-0.01,0.0
2013-05-29 21:00:00,0.0,25.48,-25.48,0.0,-0.01,0.0
2013-05-30 00:00:00,0.0,27.05,-27.05,0.0,-0.01,0.0
2013-05-30 03:00:00,0.0,38.16,-38.15,0.0,-0.01,0.0
2013-05-30 06:00:00,0.0,36.32,-36.31,0.01,-0.06,0.04
2013-05-30 09:00:00,0.0,34.24,-34.23,0.04,-0.16,0.11
2013-05-30 12:00:00,0.0,34.33,-34.33,0.04,-0.15,0.1
2013-05-30 15:00:00,0.0,36.6,-36.59,0.01,-0.06,0.04
2013-05-30 18:00:00,0.0,34.57,-34.57,0.0,-0.01,0.0
2013-05-30 21:00:00,0.0,25.97,-25.97,0.0,-0.01,0.0
2013-05-31 00:00:00,0.0,25.35,-25.35,0.0,-0.01,0.0
2013-05-31 03:00:00,0.0,34.61,-34.61,0.0,-0.01,0.0
2013-05-31 06:00:00,0.0,33.11,-33.04,0.11,-0.63,0.44
2013-05-31 09:00:00,0.0,31.35,-31.3,0.15,-0.68,0.47
2013-05-31 12:00:00,0.0,31.46,-31.41,0.15,-0.66,0.46
2013-05-31 15:00:00,0.0,33.35,-33.31,0.11,-0.51,0.36
2013-05-31 18:00:00,0.0,31.5,-31.47,0.07,-0.35,0.24
2013-05-31 21:00:00,0.0,24.25,-24.23,0.06,-0.3,0.21
